Traditional,Simplified,Eng.Tran.,Length,Pinyin,Pinyin.Input,WCount,W.million,log10W,W-CD,W-CD%,log10CD,Dominant.PoS,Dominant.PoS.Freq,All.PoS,All.PoS.Freq
克,克,to be able to/to subdue/to restrain/to overcome/gram; to subdue/to overthrow,1,ke4,ke,4128,123.05,3.6157,1230,19.7,3.0899,g,1904,.g.q.b.v.,.1904.1537.609.78.
尊重,尊重,esteem/respect/to honor/to value sth,2,zun1 zhong4,zunzhong,1900,56.64,3.2788,1229,19.69,3.0896,v,1718,.v.vn.,.1718.182.
貓,猫,cat,1,mao1/mao2,mao,3524,105.05,3.547,1226,19.64,3.0885,n,3515,.n.v.,.3515.9.
過程,过程,course of events/process,2,guo4 cheng2,guocheng,1673,49.87,3.2235,1226,19.64,3.0885,n,1673,.n.,.1673.
刀,刀,knife/CL:把[ba3],1,dao1,dao,2741,81.71,3.4379,1226,19.64,3.0885,n,2270,.n.q.,.2270.471.
瓶,瓶,bottle/(classifier for wine and liquids)/vase/pitcher,1,ping2,ping,1989,59.29,3.2986,1225,19.62,3.0881,q,1563,.q.n.,.1563.426.
難以置信,难以置信,incredible,4,nan2 yi3 zhi4 xin4,nanyizhixin,1732,51.63,3.2385,1223,19.59,3.0874,v,1732,.v.,.1732.
開車,开车,to drive a car,2,kai1 che1,kaiche,1888,56.28,3.276,1223,19.59,3.0874,v,1882,.v.vn.,.1882.6.
自殺,自杀,to kill oneself/to commit suicide,2,zi4 sha1,zisha,2969,88.5,3.4726,1221,19.56,3.0867,v,2752,.v.vn.,.2752.217.
理,理,texture/grain (of wood)/inner essence/intrinsic order/reason/logic/truth/science/natural science (esp. physics)/to manage/to pay attention to/to run (affairs)/to handle/to put in order/to tidy up,1,li3,li,1729,51.54,3.2378,1220,19.54,3.0864,v,1225,.v.n.,.1225.504.
發展,发展,development/growth/to develop/to grow/to expand,2,fa1 zhan3,fazhan,1650,49.19,3.2175,1217,19.49,3.0853,v,1007,.v.vn.,.1007.643.
心理,心理,mental/psychological,2,xin1 li3,xinli,2152,64.15,3.3328,1217,19.49,3.0853,n,2152,.n.,.2152.
扯,扯,pull/tear/to talk casually,1,che3,che,1617,48.2,3.2087,1213,19.43,3.0839,v,1617,.v.,.1617.
出生,出生,to be born,2,chu1 sheng1,chusheng,1753,52.26,3.2438,1213,19.43,3.0839,v,1690,.v.vn.,.1690.63.
立刻,立刻,forthwith/immediate/prompt/promptly/straightway/thereupon/at once,2,li4 ke4,like,1913,57.03,3.2817,1212,19.41,3.0835,d,1913,.d.,.1913.
事兒,事儿,"one's employment/business/matter that needs to be settled/erhua variant of 事, thing, matter, affair etc",2,shi4 r5,shier,3489,104,3.5427,1211,19.4,3.0831,n,3489,.n.,.3489.
稍,稍,somewhat/a little,1,shao1/shao4,shao,1632,48.65,3.2127,1211,19.4,3.0831,d,1632,.d.,.1632.
架,架,"to support/frame/rack/framework/classifier for planes, large vehicles, radios etc",1,jia4,jia,2234,66.59,3.3491,1211,19.4,3.0831,qv,1892,.qv.v.g.,.1892.329.13.
著名,着名,famous/noted/well-known/celebrated,2,zhu4 ming2,zhuming,1729,51.54,3.2378,1210,19.38,3.0828,a,1729,.a.,.1729.
更加,更加,more (than sth else)/even more,2,geng4 jia1,gengjia,1717,51.18,3.2348,1210,19.38,3.0828,d,1717,.d.,.1717.
票,票,bank note/ticket/a vote,1,piao4,piao,3664,109.22,3.564,1208,19.35,3.0821,n,2373,.n.q.,.2373.1291.
動作,动作,movement/motion/action,2,dong4 zuo4,dongzuo,2916,86.92,3.4648,1207,19.33,3.0817,n,2899,.n.v.,.2899.17.
冒險,冒险,to take risks/to take chances/foray/adventure,2,mao4 xian3,maoxian,1777,52.97,3.2497,1207,19.33,3.0817,v,1444,.v.vn.,.1444.333.
老實,老实,honest/sincere/open and guileless/naive,2,lao3 shi2,laoshi,1615,48.14,3.2082,1206,19.32,3.0813,ad,1293,.ad.a.,.1293.322.
集中,集中,to concentrate/to centralize/to focus/centralized/concentrated/to put together,2,ji2 zhong1,jizhong,1780,53.06,3.2504,1206,19.32,3.0813,v,1454,.v.ad.a.,.1454.265.61.
說謊,说谎,to lie/to tell an untruth,2,shuo1 huang3,shuohuang,2078,61.94,3.3176,1206,19.32,3.0813,v,2078,.v.,.2078.
驚訝,惊讶,amazed/astonished/to surprise/amazing/astonishment/awe,2,jing1 ya4,jingya,1643,48.98,3.2156,1205,19.3,3.081,a,1444,.a.an.ad.nz.v.,.1444.186.7.4.2.
電腦,电脑,computer,2,dian4 nao3,diannao,3210,95.69,3.5065,1205,19.3,3.081,n,3210,.n.,.3210.
見鬼,见鬼,curse it!/to hell with it!,2,jian4 gui3,jiangui,2396,71.42,3.3795,1205,19.3,3.081,v,2396,.v.,.2396.
婊子,婊子,prostitute/whore,2,biao3 zi5,biaozi,2829,84.33,3.4516,1205,19.3,3.081,n,2829,.n.,.2829.
地址,地址,address,2,di4 zhi3,dizhi,1959,58.4,3.292,1204,19.29,3.0806,n,1959,.n.,.1959.
幸福,幸福,blessed/happiness/happy,2,xing4 fu2,xingfu,2151,64.12,3.3326,1203,19.27,3.0803,a,1572,.a.an.nz.,.1572.569.10.
賺,赚,earn/make a profit; cheat/swindle,1,zhuan4/zuan4,zhuan,1959,58.4,3.292,1202,19.25,3.0799,v,1959,.v.,.1959.
價值,价值,value/worth,2,jia4 zhi2,jiazhi,1697,50.59,3.2297,1202,19.25,3.0799,n,1697,.n.,.1697.
屁,屁,to break wind/to fart,1,pi4,pi,2332,69.52,3.3677,1200,19.22,3.0792,n,2332,.n.,.2332.
飯,饭,food/cuisine/cooked rice/meal,1,fan4,fan,1813,54.04,3.2584,1198,19.19,3.0785,n,1813,.n.,.1813.
手裡,手里,in hand/(a situation is) in sb's hands,2,shou3 li3,shouli,1574,46.92,3.197,1198,19.19,3.0785,s,1401,.s.n.,.1401.173.
或是,或是,or/either one or the other,2,huo4 shi4,huoshi,1842,54.91,3.2653,1198,19.19,3.0785,c,1842,.c.,.1842.
皮,皮,leather/skin/fur/surname Pi,1,pi2,pi,2173,64.78,3.3371,1197,19.17,3.0781,n,2171,.n.a.,.2171.2.
調,调,to transfer/to move (troops or cadres)/to investigate/to enquire into/accent/view/argument/key (in music)/mode (music)/tune/tone/melody; harmonize/reconcile/blend/suit well/provoke/incite,1,diao4/tiao2,diao,1801,53.69,3.2555,1196,19.16,3.0777,v,1773,.v.n.,.1773.28.
爬,爬,to crawl/to climb,1,pa2,pa,1916,57.11,3.2824,1194,19.13,3.077,v,1916,.v.,.1916.
便,便,ordinary/plain/convenient/as convenient/when the chance arises/handy/easy/informal/simple/so/thus/to relieve oneself/to urinate/to defecate/equivalent to 就: then/in that case/even if/soon afterwards; advantageous/cheap,1,bian4/pian2,bian,2380,70.95,3.3766,1192,19.09,3.0763,d,2312,.d.g.,.2312.68.
流,流,to flow/to spread/to circulate/to move,1,liu2,liu,1683,50.17,3.2261,1190,19.06,3.0755,v,1630,.v.g.,.1630.53.
測試,测试,measure and test/trial/beta (software)/test performance of,2,ce4 shi4,ceshi,2453,73.12,3.3897,1189,19.05,3.0752,vn,1697,.vn.v.,.1697.756.
引起,引起,to give rise to/to lead to/to cause/to arouse,2,yin3 qi3,yinqi,1652,49.25,3.218,1189,19.05,3.0752,v,1652,.v.,.1652.
相,相,each other/one another/mutually; appearance/portrait/picture,1,xiang1/xiang4,xiang,1678,50.02,3.2248,1188,19.03,3.0748,d,1634,.d.g.,.1634.44.
警,警,to alert/to warn/police,1,jing3,jing,4243,126.48,3.6277,1188,19.03,3.0748,g,4243,.g.,.4243.
招,招,to recruit/to provoke/to beckon/to infect,1,zhao1,zhao,1688,50.32,3.2274,1188,19.03,3.0748,v,886,.v.q.n.,.886.454.348.
啤酒,啤酒,beer,2,pi2 jiu3,pijiu,2310,68.86,3.3636,1186,19,3.0741,n,2310,.n.,.2310.
班,班,team/class/squad/work shift/classifier for groups/ranking/surname Ban,1,ban1,ban,2235,66.62,3.3493,1185,18.98,3.0737,n,1765,.n.q.nr.,.1765.469.1.
度,度,capacity/degree/degrees (of temperature)/standard; estimate,1,du4/duo2,du,2023,60.3,3.306,1184,18.97,3.0734,qv,1654,.qv.v.g.,.1654.245.124.
基本,基本,basic/fundamental/main/elementary,2,ji1 ben3,jiben,1524,45.43,3.183,1182,18.93,3.0726,a,1217,.a.ad.n.,.1217.282.25.
傷心,伤心,to grieve/broken-hearted,2,shang1 xin1,shangxin,1711,51,3.2333,1182,18.93,3.0726,a,1711,.a.,.1711.
趕快,赶快,at once/immediately,2,gan3 kuai4,gankuai,1718,51.21,3.235,1180,18.9,3.0719,d,1718,.d.,.1718.
取消,取消,to cancel/cancellation,2,qu3 xiao1,quxiao,1908,56.88,3.2806,1180,18.9,3.0719,v,1908,.v.,.1908.
成員,成员,member,2,cheng2 yuan2,chengyuan,2088,62.24,3.3197,1179,18.89,3.0715,n,2088,.n.,.2088.
精彩,精彩,brilliant/splendid,2,jing1 cai3,jingcai,2453,73.12,3.3897,1178,18.87,3.0711,a,2453,.a.,.2453.
打賭,打赌,to bet/to make a bet/a wager,2,da3 du3,dadu,1595,47.55,3.2028,1178,18.87,3.0711,v,1595,.v.,.1595.
特殊,特殊,special/particular/unusual/extraordinary,2,te4 shu1,teshu,1619,48.26,3.2092,1177,18.85,3.0708,a,1617,.a.ad.,.1617.2.
旅行,旅行,travel,2,lu:3 xing2,lvxing,2112,62.96,3.3247,1177,18.85,3.0708,v,1499,.v.vn.,.1499.613.
式,式,type/form/pattern/style,1,shi4,shi,1709,50.94,3.2327,1177,18.85,3.0708,k,1662,.k.g.,.1662.47.
難過,难过,feel sorry/be grieved,2,nan2 guo4,nanguo,1605,47.84,3.2055,1176,18.84,3.0704,a,1605,.a.,.1605.
毛,毛,"hair/fur/pore/dime (classifier for jiao 角, one-tenth of yuan)/surname Mao",1,mao2,mao,2068,61.65,3.3156,1176,18.84,3.0704,nr,1334,.nr.n.q.,.1334.563.171.
付出,付出,to pay,2,fu4 chu1,fuchu,1557,46.41,3.1923,1176,18.84,3.0704,v,1501,.v.vn.,.1501.56.
翻,翻,to turn over/to flip over/to overturn/to translate/to decode,1,fan1,fan,1676,49.96,3.2243,1175,18.82,3.07,v,1676,.v.,.1676.
於是,于是,thereupon/as a result/consequently/thus/hence,2,yu2 shi4,yushi,1950,58.13,3.29,1174,18.81,3.0697,cc,1950,.cc.,.1950.
碰到,碰到,to come across/to run into/to meet/to hit,2,peng4 dao4,pengdao,1541,45.94,3.1878,1174,18.81,3.0697,v,1541,.v.,.1541.
跳舞,跳舞,to dance,2,tiao4 wu3,tiaowu,3459,103.11,3.539,1174,18.81,3.0697,v,3445,.v.vn.,.3445.14.
抽,抽,to draw out/to smoke (cigarettes)/to pump,1,chou1,chou,2054,61.23,3.3126,1174,18.81,3.0697,v,2054,.v.,.2054.
接到,接到,to receive (letter etc),2,jie1 dao4,jiedao,1558,46.44,3.1926,1174,18.81,3.0697,v,1558,.v.,.1558.
挑,挑,carry on a pole/choose; incite,1,tiao1/tiao3,tiao,1689,50.35,3.2276,1173,18.79,3.0693,v,1689,.v.,.1689.
趟,趟,"classifier for times, round trips or rows/a time/a trip",1,tang1/tang4,tang,1519,45.28,3.1816,1172,18.77,3.0689,qv,1409,.qv.v.,.1409.110.
不到,不到,not to arrive/not reaching/insufficient/less than,2,bu4 dao4,budao,1458,43.46,3.1638,1172,18.77,3.0689,v,1458,.v.,.1458.
客人,客人,guest,2,ke4 ren2,keren,1939,57.8,3.2876,1171,18.76,3.0686,n,1939,.n.,.1939.
談論,谈论,to discuss/to talk about,2,tan2 lun4,tanlun,1656,49.36,3.2191,1171,18.76,3.0686,v,1653,.v.vn.,.1653.3.
老師,老师,teacher,2,lao3 shi1,laoshi,3879,115.63,3.5887,1170,18.74,3.0682,n,3879,.n.,.3879.
壓,压,to press/to push down/to keep under (control)/pressure; in the first place/to crush,1,ya1/ya4,ya,1667,49.69,3.2219,1168,18.71,3.0674,v,1667,.v.,.1667.
要麼,要么,or/either one or the other,2,yao4 me5,yaome,2628,78.34,3.4196,1167,18.69,3.0671,c,2628,.c.,.2628.
跟蹤,跟踪,to follow sb's tracks/to tail/to shadow,2,gen1 zong1,genzong,2249,67.04,3.352,1167,18.69,3.0671,v,2064,.v.vn.,.2064.185.
全都,全都,all/without exception,2,quan2 dou1,quandou,1600,47.69,3.2041,1166,18.68,3.0667,d,1600,.d.,.1600.
心情,心情,mood/frame of mind,2,xin1 qing2,xinqing,1605,47.84,3.2055,1166,18.68,3.0667,n,1605,.n.,.1605.
西,西,west/the West/Spain (abbr.)/Spanish,1,xi1,xi,2606,77.68,3.416,1165,18.66,3.0663,f,1715,.f.b.,.1715.891.
女性,女性,the female sex/a woman,2,nu:3 xing4,nvxing,2080,62,3.3181,1162,18.61,3.0652,n,2080,.n.,.2080.
鞋,鞋,shoe,1,xie2,xie,2332,69.52,3.3677,1161,18.6,3.0648,n,2332,.n.,.2332.
類,类,kind/type/class/category/similar/like/to resemble,1,lei4,lei,1794,53.48,3.2538,1160,18.58,3.0645,q,1322,.q.n.g.,.1322.468.4.
資料,资料,material/resources/data/information,2,zi1 liao4,ziliao,2191,65.31,3.3406,1160,18.58,3.0645,n,2191,.n.,.2191.
咬,咬,to bite/to nip,1,yao3,yao,2304,68.68,3.3625,1158,18.55,3.0637,v,2304,.v.,.2304.
十分,十分,to divide into ten equal parts/very/hundred percent/completely/extremely/utterly/absolutely,2,shi2 fen1,shifen,1900,56.64,3.2788,1158,18.55,3.0637,d,1900,.d.,.1900.
回頭,回头,to turn round/to turn one's head/later/by and by,2,hui2 tou2,huitou,1582,47.16,3.1992,1158,18.55,3.0637,d,1062,.d.v.vn.,.1062.519.1.
傳,传,to pass on/to spread/to transmit/to infect/to transfer/to circulate/to pass on/to conduct (electricity); biography,1,chuan2/zhuan4,chuan,2133,63.58,3.329,1157,18.53,3.0633,v,2096,.v.g.vn.,.2096.31.6.
中間,中间,between/intermediate/mid/middle,2,zhong1 jian1,zhongjian,1594,47.52,3.2025,1156,18.52,3.063,f,1594,.f.,.1594.
贏得,赢得,to win/to gain,2,ying2 de2,yingde,2555,76.16,3.4074,1156,18.52,3.063,v,2555,.v.,.2555.
對待,对待,to treat/treatment,2,dui4 dai4,duidai,1515,45.16,3.1804,1154,18.48,3.0622,v,1503,.v.vn.,.1503.12.
專家,专家,expert/specialist,2,zhuan1 jia1,zhuanjia,1727,51.48,3.2373,1153,18.47,3.0618,n,1727,.n.,.1727.
失蹤,失踪,missing/lost/unaccounted for,2,shi1 zong1,shizong,3051,90.95,3.4844,1153,18.47,3.0618,v,2744,.v.vn.,.2744.307.
之中,之中,inside,2,zhi1 zhong1,zhizhong,1533,45.7,3.1855,1152,18.45,3.0615,f,1533,.f.,.1533.
逮捕,逮捕,to arrest/to apprehend/an arrest,2,dai4 bu3,daibu,2104,62.72,3.323,1149,18.4,3.0603,v,2072,.v.vn.,.2072.32.
七,七,seven/7,1,qi1,qi,1972,58.78,3.2949,1146,18.36,3.0592,m,1957,.m.t.,.1957.15.
演員,演员,actor or actress/performer,2,yan3 yuan2,yanyuan,2871,85.58,3.458,1145,18.34,3.0588,n,2871,.n.,.2871.
吹,吹,to blow/to play a wind instrument/to blast/to puff/to boast/to brag/to end in failure/to fall through,1,chui1,chui,1845,55,3.266,1144,18.32,3.0584,v,1845,.v.,.1845.
戰爭,战争,war/conflict,2,zhan4 zheng1,zhanzheng,3095,92.26,3.4907,1144,18.32,3.0584,n,3095,.n.,.3095.
靠近,靠近,near/approach,2,kao4 jin4,kaojin,1567,46.71,3.1951,1143,18.31,3.058,v,1567,.v.,.1567.
暫時,暂时,temporary/provisional,2,zan4 shi2,zanshi,1418,42.27,3.1517,1143,18.31,3.058,d,1158,.d.b.,.1158.260.
風,风,wind/news/style/custom/manner,1,feng1,feng,1824,54.37,3.261,1143,18.31,3.058,n,1818,.n.g.,.1818.6.
帳,帐,account/mosquito net/tent/curtain/debt/credit,1,zhang4,zhang,2025,60.36,3.3064,1141,18.28,3.0573,g,2002,.g.q.,.2002.23.
襲擊,袭击,an attack (esp. surprise attack)/raid/to attack,2,xi2 ji1,xiji,2442,72.79,3.3877,1140,18.26,3.0569,v,1593,.v.vn.,.1593.849.
說服,说服,to persuade/to convince/to talk sb over,2,shuo1 fu2,shuofu,1552,46.26,3.1909,1140,18.26,3.0569,v,1546,.v.vn.,.1546.6.
盡量,尽量,as much as possible/to the greatest extent,2,jin4 liang4,jinliang,1423,42.42,3.1532,1139,18.24,3.0565,d,1423,.d.,.1423.
吐,吐,to spit/to put/to say; to vomit/to throw up,1,tu3/tu4,tu,1911,56.97,3.2813,1139,18.24,3.0565,v,1911,.v.,.1911.
顏色,颜色,color,2,yan2 se4,yanse,1703,50.77,3.2312,1138,18.23,3.0561,n,1703,.n.,.1703.
親,亲,parent/one's own (flesh and blood)/relative/related/marriage/bride/close/intimate/in person/first-hand/in favor of/pro-/to kiss; parents-in-law of one's offspring,1,qin1/qing4,qin,2180,64.98,3.3385,1138,18.23,3.0561,v,1335,.v.a.ad.g.,.1335.353.263.229.
不可思議,不可思议,inconceivable (idiom); unimaginable/unfathomable,4,bu4 ke3 si1 yi4,bukesiyi,1627,48.5,3.2114,1137,18.21,3.0558,l,1627,.l.,.1627.
應,应,ought; surname Ying/to answer/to respond,1,ying1/ying4,ying,1561,46.53,3.1934,1135,18.18,3.055,v,1561,.v.,.1561.
船,船,a boat/vessel/ship,1,chuan2,chuan,4243,126.48,3.6277,1133,18.15,3.0542,n,4243,.n.,.4243.
靈魂,灵魂,soul/spirit,2,ling2 hun2,linghun,2425,72.29,3.3847,1133,18.15,3.0542,n,2425,.n.,.2425.
名單,名单,list (of names),2,ming2 dan1,mingdan,2212,65.94,3.3448,1130,18.1,3.0531,n,2212,.n.,.2212.
地點,地点,place/site/location/venue,2,di4 dian3,didian,1746,52.05,3.242,1130,18.1,3.0531,n,1746,.n.,.1746.
代價,代价,price/cost/consideration (in share dealing),2,dai4 jia4,daijia,1520,45.31,3.1818,1129,18.08,3.0527,n,1520,.n.,.1520.
桌子,桌子,table/desk,2,zhuo1 zi5,zhuozi,1641,48.92,3.2151,1129,18.08,3.0527,n,1641,.n.,.1641.
早就,早就,already at an earlier time,2,zao3 jiu4,zaojiu,1375,40.99,3.1383,1128,18.07,3.0523,d,1375,.d.,.1375.
反,反,contrary/in reverse/inside-out or upside-down/to reverse/to return/to oppose/opposite/against/anti-/to rebel/to use analogy/instead/abbr. for 反切 phonetic system,1,fan3,fan,1731,51.6,3.2383,1128,18.07,3.0523,v,1624,.v.b.d.,.1624.105.2.
搭,搭,"to put up/to build (scaffolding)/to hang (clothes on a pole)/to connect/to join/to arrange in pairs/to match/to add/to throw in (resources)/to take (boat, train)",1,da1,da,1679,50.05,3.2251,1128,18.07,3.0523,v,1679,.v.,.1679.
產生,产生,to arise/to come into being/to come about/to give rise to/to bring into being/to bring about/to produce/to engender/to generate/to appear/appearance/emergence/generation/production/yield,2,chan3 sheng1,chansheng,1548,46.14,3.1898,1127,18.05,3.0519,v,1535,.v.vn.,.1535.13.
吸引,吸引,"to attract (interest, investment etc)",2,xi1 yin3,xiyin,1611,48.02,3.2071,1126,18.04,3.0515,v,1611,.v.,.1611.
為何,为何,why,2,wei4 he2,weihe,2630,78.4,3.42,1126,18.04,3.0515,r,2630,.r.,.2630.
社會,社会,society,2,she4 hui4,shehui,1805,53.81,3.2565,1125,18.02,3.0512,n,1805,.n.,.1805.
明星,明星,star/celebrity,2,ming2 xing1,mingxing,2434,72.56,3.3863,1125,18.02,3.0512,n,2434,.n.,.2434.
權,权,authority/power/right,1,quan2,quan,1676,49.96,3.2243,1124,18,3.0508,n,1676,.n.,.1676.
專業,专业,specialized field/main field of study (at university)/major,2,zhuan1 ye4,zhuanye,1615,48.14,3.2082,1124,18,3.0508,n,1615,.n.,.1615.
度過,度过,spend/pass,2,du4 guo4,duguo,1372,40.9,3.1374,1123,17.99,3.0504,v,1372,.v.,.1372.
時光,时光,time/era/period of time,2,shi2 guang1,shiguang,1700,50.68,3.2304,1123,17.99,3.0504,n,1700,.n.,.1700.
演,演,to develop/to evolve/to practice/to perform/to play/to act,1,yan3,yan,2805,83.62,3.4479,1123,17.99,3.0504,v,2805,.v.,.2805.
戲,戏,trick/drama/play/show,1,hu1/xi4,xi,1929,57.5,3.2853,1123,17.99,3.0504,n,1923,.n.g.,.1923.6.
凶手,凶手,assailant/murderer/assassin; murderer,2,xiong1 shou3,xiongshou,4064,121.15,3.609,1121,17.96,3.0496,n,4064,.n.,.4064.
尤其,尤其,especially/particularly,2,you2 qi2,youqi,1464,43.64,3.1655,1121,17.96,3.0496,d,1464,.d.,.1464.
親自,亲自,personally,2,qin1 zi4,qinzi,1412,42.09,3.1498,1121,17.96,3.0496,d,1412,.d.,.1412.
免費,免费,free (of charge),2,mian3 fei4,mianfei,1713,51.06,3.2338,1120,17.94,3.0492,v,1354,.v.vn.,.1354.359.
不對,不对,incorrect/wrong/amiss/abnormal/queer,2,bu4 dui4,budui,1494,44.54,3.1744,1120,17.94,3.0492,a,1494,.a.,.1494.
何,何,surname He; what/how/why/which/carry,1,he2/he4,he,1552,46.26,3.1909,1120,17.94,3.0492,r,1549,.r.nr.,.1549.3.
寄,寄,to live (in a house)/to lodge/to mail/to send/to entrust/to depend,1,ji4,ji,1886,56.22,3.2755,1119,17.92,3.0488,v,1886,.v.,.1886.
舉,举,to lift/to hold up/to cite/to enumerate/to act/to raise/to choose/to elect,1,ju3,ju,1738,51.81,3.24,1118,17.91,3.0484,v,1571,.v.g.,.1571.167.
主要,主要,main/principal/major/primary,2,zhu3 yao4,zhuyao,1393,41.52,3.144,1115,17.86,3.0473,b,808,.b.d.,.808.585.
塞,塞,stop up/to squeeze in/to stuff/Serb (abbr.)/Serbian; strategic pass; piston/unenlightened,1,sai1/sai4/se4,sai,1708,50.91,3.2325,1115,17.86,3.0473,v,1504,.v.b.g.,.1504.182.22.
菜,菜,dish (type of food)/vegetables/vegetable,1,cai4,cai,1963,58.52,3.2929,1114,17.84,3.0469,n,1963,.n.,.1963.
由於,由于,due to/as a result of/thanks to/owing to/since/because,2,you2 yu2,youyu,1504,44.83,3.1772,1114,17.84,3.0469,p,933,.p.c.,.933.571.
舊,旧,old/opposite: new 新/former,1,jiu4,jiu,1530,45.61,3.1847,1114,17.84,3.0469,a,1529,.a.g.,.1529.1.
姐姐,姐姐,older sister,2,jie3 jie5,jiejie,2655,79.14,3.4241,1114,17.84,3.0469,n,2655,.n.,.2655.
則,则,(expresses contrast with a previous sentence or clause)/standard/norm/rule/to imitate/to follow/then/principle,1,ze2,ze,1570,46.8,3.1959,1113,17.83,3.0465,d,1093,.d.c.q.g.,.1093.389.87.1.
噓,嘘,exhale/hiss,1,shi1/xu1,xu,2161,64.42,3.3347,1113,17.83,3.0465,v,2161,.v.,.2161.
至,至,arrive/most/to/until,1,zhi4,zhi,1588,47.34,3.2009,1110,17.78,3.0453,p,1495,.p.v.g.,.1495.83.10.
嫁,嫁,to marry (a husband),1,jia4,jia,1979,58.99,3.2964,1108,17.75,3.0445,v,1978,.v.vn.,.1978.1.
祈禱,祈祷,to pray/to say one's prayers/prayer,2,qi2 dao3,qidao,1945,57.98,3.2889,1108,17.75,3.0445,v,1684,.v.vn.,.1684.261.
可惜,可惜,it is a pity/what a pity/(it's) too bad,2,ke3 xi1,kexi,1407,41.94,3.1483,1107,17.73,3.0441,v,1310,.v.a.,.1310.97.
腦,脑,brain,1,nao3,nao,1812,54.01,3.2582,1106,17.72,3.0438,n,1812,.n.,.1812.
州,州,(United States) state/province/sub-prefecture,1,zhou1,zhou,2116,63.08,3.3255,1104,17.68,3.043,n,2116,.n.,.2116.
鄰居,邻居,neighbor/next door,2,lin2 ju1,linju,1803,53.75,3.256,1102,17.65,3.0422,n,1803,.n.,.1803.
所謂,所谓,so-called,2,suo3 wei4,suowei,1355,40.39,3.1319,1098,17.59,3.0406,v,1313,.v.vn.,.1313.42.
接觸,接触,to touch/to contact/access/in touch with,2,jie1 chu4,jiechu,1544,46.03,3.1886,1097,17.57,3.0402,v,1202,.v.vn.,.1202.342.
山,山,mountain/hill/CL:座[zuo4]/surname Shan,1,shan1,shan,2213,65.97,3.345,1096,17.56,3.0398,n,2213,.n.,.2213.
鳥,鸟,bird,1,diao3/niao3,niao,2172,64.75,3.3369,1093,17.51,3.0386,n,2172,.n.,.2172.
高中,高中,high school,2,gao1 zhong1,gaozhong,2125,63.34,3.3274,1092,17.49,3.0382,n,2125,.n.,.2125.
運動,运动,movement/CL: X4[chang3]/campaign/sports,2,yun4 dong4,yundong,1923,57.32,3.284,1092,17.49,3.0382,vn,1280,.vn.n.v.,.1280.601.42.
直,直,straight/vertical/frank/directly/straightly/upright,1,zhi2,zhi,1762,52.52,3.246,1092,17.49,3.0382,d,1567,.d.a.v.,.1567.194.1.
條件,条件,condition/prerequisite/factor,2,tiao2 jian4,tiaojian,1576,46.98,3.1976,1090,17.46,3.0374,n,1576,.n.,.1576.
道理,道理,reason/argument/sense/principle/basis/justification,2,dao4 li3,daoli,1397,41.64,3.1452,1087,17.41,3.0362,n,1397,.n.,.1397.
般,般,sort/kind/class/way/manner,1,ban1/bo1/pan2,ban,1526,45.49,3.1836,1087,17.41,3.0362,u,1526,.u.,.1526.
有所,有所,somewhat/to some extent,2,you3 suo3,yousuo,1383,41.23,3.1408,1085,17.38,3.0354,v,1383,.v.,.1383.
退,退,retreat/to decline/to move back/to withdraw,1,tui4,tui,1593,47.49,3.2022,1083,17.35,3.0346,v,1593,.v.,.1593.
請求,请求,request,2,qing3 qiu2,qingqiu,1665,49.63,3.2214,1082,17.33,3.0342,v,1269,.v.n.,.1269.396.
原,原,former/original/primary/raw/level/cause/source,1,yuan2,yuan,1662,49.54,3.2206,1081,17.32,3.0338,b,899,.b.d.,.899.763.
吸,吸,to breathe/to suck in/to absorb/to inhale,1,xi1,xi,1986,59.2,3.298,1081,17.32,3.0338,v,1986,.v.,.1986.
屋子,屋子,house/room,2,wu1 zi5,wuzi,1602,47.75,3.2047,1080,17.3,3.0334,n,1602,.n.,.1602.
提要,提要,summary/abstract,2,ti2 yao4,tiyao,1088,32.43,3.0366,1080,17.3,3.0334,n,1088,.n.,.1088.
監視,监视,to monitor/to oversee/to keep a close watch over/to spy on,2,jian1 shi4,jianshi,2084,62.12,3.3189,1080,17.3,3.0334,v,1752,.v.vn.,.1752.332.
事業,事业,"undertaking/project/activity/(charitable, political or revolutionary) cause/publicly funded institution, enterprise or foundation/career/occupation",2,shi4 ye4,shiye,1634,48.71,3.2133,1080,17.3,3.0334,n,1634,.n.,.1634.
